,State,District,Subdistt,Town/Village,Ward,EB,Level,Name,TRU,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3_6_P,MARGWORK_3_6_M,MARGWORK_3_6_F,MARG_CL_3_6_P,MARG_CL_3_6_M,MARG_CL_3_6_F,MARG_AL_3_6_P,MARG_AL_3_6_M,MARG_AL_3_6_F,MARG_HH_3_6_P,MARG_HH_3_6_M,MARG_HH_3_6_F,MARG_OT_3_6_P,MARG_OT_3_6_M,MARG_OT_3_6_F,MARGWORK_0_3_P,MARGWORK_0_3_M,MARGWORK_0_3_F,MARG_CL_0_3_P,MARG_CL_0_3_M,MARG_CL_0_3_F,MARG_AL_0_3_P,MARG_AL_0_3_M,MARG_AL_0_3_F,MARG_HH_0_3_P,MARG_HH_0_3_M,MARG_HH_0_3_F,MARG_OT_0_3_P,MARG_OT_0_3_M,MARG_OT_0_3_F,NON_WORK_P,NON_WORK_M,NON_WORK_F
78,24,476,3800,0,0,0,SUB-DISTRICT,Tankara,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,24,476,3801,0,0,0,SUB-DISTRICT,Wankaner,Urban,10767,52787,27212,25575,6425,3405,3020,3542,1790,1752,197,91,106,38047,21158,16889,14740,6054,8686,18253,15351,2902,16718,14536,2182,502,440,62,229,160,69,251,218,33,15736,13718,2018,1535,815,720,42,11,31,226,33,193,80,29,51,1187,742,445,1219,718,501,36,7,29,86,23,63,68,24,44,1029,664,365,316,97,219,6,4,2,140,10,130,12,5,7,158,78,80,34534,11861,22673
80,24,476,3802,0,0,0,SUB-DISTRICT,Paddhari,Urban,2208,10547,5452,5095,1395,730,665,505,258,247,85,42,43,6821,3797,3024,3726,1655,2071,3647,3140,507,3296,2850,446,183,173,10,264,203,61,82,69,13,2767,2405,362,351,290,61,9,8,1,19,17,2,24,15,9,299,250,49,302,251,51,8,8,0,16,14,2,13,9,4,265,220,45,49,39,10,1,0,1,3,3,0,11,6,5,34,30,4,6900,2312,4588
81,24,476,3803,0,0,0,SUB-DISTRICT,Rajkot,Urban,302611,1396514,732832,663682,152707,83105,69602,88668,45717,42951,11737,6110,5627,1085385,591501,493884,311129,141331,169798,489262,424250,65012,459520,407982,51538,3649,3136,513,3043,2360,683,9528,6473,3055,443300,396013,47287,29742,16268,13474,465,247,218,686,263,423,2653,600,2053,25938,15158,10780,26218,14402,11816,449,240,209,620,238,382,2134,446,1688,23015,13478,9537,3524,1866,1658,16,7,9,66,25,41,519,154,365,2923,1680,1243,907252,308582,598670
82,24,476,3804,0,0,0,SUB-DISTRICT,Lodhika,Urban,187,671,353,318,145,75,70,76,41,35,19,9,10,409,235,174,262,118,144,245,207,38,241,206,35,0,0,0,0,0,0,1,0,1,240,206,34,4,1,3,0,0,0,0,0,0,0,0,0,4,1,3,4,1,3,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,146,280
83,24,476,3805,0,0,0,SUB-DISTRICT,Kotda Sangani,Urban,7222,28401,15965,12436,3750,2008,1742,5631,3032,2599,321,195,126,20387,12209,8178,8014,3756,4258,11826,10442,1384,11454,10239,1215,485,383,102,258,176,82,48,36,12,10663,9644,1019,372,203,169,7,4,3,10,3,7,24,4,20,331,192,139,343,192,151,7,4,3,10,3,7,20,3,17,306,182,124,29,11,18,0,0,0,0,0,0,4,1,3,25,10,15,16575,5523,11052
84,24,476,3806,0,0,0,SUB-DISTRICT,Jasdan,Urban,9527,48483,25062,23421,5682,3081,2601,1291,649,642,108,59,49,35660,19664,15996,12823,5398,7425,16765,14598,2167,15876,14256,1620,1741,1480,261,1257,973,284,210,164,46,12668,11639,1029,889,342,547,73,11,62,155,30,125,48,16,32,613,285,328,722,300,422,61,10,51,94,25,69,37,12,25,530,253,277,167,42,125,12,1,11,61,5,56,11,4,7,83,32,51,31718,10464,21254
85,24,476,3807,0,0,0,SUB-DISTRICT,Gondal,Urban,22624,112197,58300,53897,12037,6548,5489,4143,2130,2013,842,413,429,84394,45853,38541,27803,12447,15356,37239,33172,4067,34501,31319,3182,1409,1268,141,1597,1209,388,362,280,82,31133,28562,2571,2738,1853,885,70,36,34,220,98,122,126,58,68,2322,1661,661,2259,1572,687,62,34,28,176,87,89,101,54,47,1920,1397,523,479,281,198,8,2,6,44,11,33,25,4,21,402,264,138,74958,25128,49830
86,24,476,3808,0,0,0,SUB-DISTRICT,Jamkandorna,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,24,476,3809,0,0,0,SUB-DISTRICT,Upleta,Urban,17240,78179,40217,37962,7797,4127,3670,6684,3432,3252,348,177,171,57519,31286,26233,20660,8931,11729,28667,23543,5124,26217,22372,3845,2867,2608,259,5169,3761,1408,369,307,62,17812,15696,2116,2450,1171,1279,48,28,20,310,145,165,243,26,217,1849,972,877,2323,1105,1218,44,26,18,297,142,155,240,25,215,1742,912,830,127,66,61,4,2,2,13,3,10,3,1,2,107,60,47,49512,16674,32838
88,24,476,3810,0,0,0,SUB-DISTRICT,Dhoraji,Urban,18211,84545,43288,41257,8595,4567,4028,5905,3065,2840,380,184,196,62132,33818,28314,22413,9470,12943,30377,25255,5122,26924,23191,3733,2241,2008,233,2971,2362,609,807,337,470,20905,18484,2421,3453,2064,1389,121,45,76,778,376,402,157,84,73,2397,1559,838,3123,1875,1248,97,44,53,720,329,391,134,79,55,2172,1423,749,330,189,141,24,1,23,58,47,11,23,5,18,225,136,89,54168,18033,36135
89,24,476,3811,0,0,0,SUB-DISTRICT,Jetpur,Urban,26090,128117,67278,60839,13339,7232,6107,7084,3707,3377,263,144,119,94293,52475,41818,33824,14803,19021,44547,40006,4541,42163,38899,3264,1894,1765,129,1838,1386,452,504,427,77,37927,35321,2606,2384,1107,1277,106,19,87,519,181,338,116,17,99,1643,890,753,2140,982,1158,96,16,80,485,173,312,99,9,90,1460,784,676,244,125,119,10,3,7,34,8,26,17,8,9,183,106,77,83570,27272,56298
90,24,477,3812,0,0,0,SUB-DISTRICT,Okhamandal,Urban,22992,111433,57802,53631,13955,7330,6625,12350,6332,6018,637,316,321,70573,41194,29379,40860,16608,24252,34234,30946,3288,31508,28970,2538,184,170,14,192,171,21,265,212,53,30867,28417,2450,2726,1976,750,26,14,12,95,36,59,99,27,72,2506,1899,607,2443,1752,691,26,14,12,79,21,58,88,22,66,2250,1695,555,283,224,59,0,0,0,16,15,1,11,5,6,256,204,52,77199,26856,50343
91,24,477,3813,0,0,0,SUB-DISTRICT,Khambhalia,Urban,15943,88443,44967,43476,12177,6329,5848,4844,2527,2317,174,86,88,52791,30497,22294,35652,14470,21182,28791,25120,3671,26520,24096,2424,776,705,71,727,556,171,279,196,83,24738,22639,2099,2271,1024,1247,99,11,88,358,125,233,107,21,86,1707,867,840,1987,890,1097,78,10,68,323,116,207,90,16,74,1496,748,748,284,134,150,21,1,20,35,9,26,17,5,12,211,119,92,59652,19847,39805
92,24,477,3814,0,0,0,SUB-DISTRICT,Jamnagar,Urban,136425,649181,338943,310238,70772,37832,32940,47432,24656,22776,5228,2703,2525,473282,261763,211519,175899,77180,98719,226678,192378,34300,200557,176264,24293,2488,2139,349,1711,1364,347,3816,2506,1310,192542,170255,22287,26121,16114,10007,626,263,363,593,263,330,1427,362,1065,23475,15226,8249,24173,15140,9033,523,245,278,507,244,263,1198,320,878,21945,14331,7614,1948,974,974,103,18,85,86,19,67,229,42,187,1530,895,635,422503,146565,275938
93,24,477,3815,0,0,0,SUB-DISTRICT,Jodiya,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,24,477,3816,0,0,0,SUB-DISTRICT,Dhrol,Urban,5093,25883,13204,12679,3103,1630,1473,2544,1310,1234,432,219,213,18292,10006,8286,7591,3198,4393,8412,7129,1283,7318,6605,713,479,453,26,313,241,72,128,94,34,6398,5817,581,1094,524,570,31,15,16,202,44,158,127,46,81,734,419,315,1020,484,536,30,14,16,186,38,148,113,42,71,691,390,301,74,40,34,1,1,0,16,6,10,14,4,10,43,29,14,17471,6075,11396
95,24,477,3817,0,0,0,SUB-DISTRICT,Kalavad,Urban,5959,28314,14710,13604,3391,1785,1606,2698,1389,1309,552,286,266,20067,11134,8933,8247,3576,4671,10167,8732,1435,9680,8504,1176,1081,927,154,1308,869,439,93,70,23,7198,6638,560,487,228,259,46,11,35,69,28,41,26,7,19,346,182,164,446,211,235,43,10,33,62,25,37,22,7,15,319,169,150,41,17,24,3,1,2,7,3,4,4,0,4,27,13,14,18147,5978,12169
96,24,477,3818,0,0,0,SUB-DISTRICT,Lalpur,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,24,477,3819,0,0,0,SUB-DISTRICT,Kalyanpur,Urban,3483,19777,9949,9828,3201,1600,1601,605,299,306,12,4,8,10375,6295,4080,9402,3654,5748,8739,5350,3389,6736,4848,1888,557,442,115,4654,3066,1588,89,83,6,1436,1257,179,2003,502,1501,112,22,90,1724,424,1300,9,2,7,158,54,104,1668,450,1218,78,15,63,1432,384,1048,8,1,7,150,50,100,335,52,283,34,7,27,292,40,252,1,1,0,8,4,4,11038,4599,6439
98,24,477,3820,0,0,0,SUB-DISTRICT,Bhanvad,Urban,4990,22142,11324,10818,2636,1410,1226,1950,995,955,297,158,139,15825,8708,7117,6317,2616,3701,8400,6697,1703,7682,6412,1270,1390,1033,357,1041,774,267,87,69,18,5164,4536,628,718,285,433,56,3,53,133,19,114,24,2,22,505,261,244,618,244,374,52,3,49,104,16,88,20,1,19,442,224,218,100,41,59,4,0,4,29,3,26,4,1,3,63,37,26,13742,4627,9115
99,24,477,3821,0,0,0,SUB-DISTRICT,Jamjodhpur,Urban,5753,25892,13205,12687,2556,1337,1219,2094,1077,1017,363,186,177,19594,10545,9049,6298,2660,3638,9452,7834,1618,8633,7403,1230,1505,1364,141,1864,1400,464,62,36,26,5202,4603,599,819,431,388,43,19,24,247,83,164,37,11,26,492,318,174,710,386,324,38,18,20,201,71,130,20,2,18,451,295,156,109,45,64,5,1,4,46,12,34,17,9,8,41,23,18,16440,5371,11069
100,24,478,3822,0,0,0,SUB-DISTRICT,Porbandar,Urban,46779,217203,111934,105269,21964,11645,10319,14959,7594,7365,2078,1059,1019,165177,90254,74923,52026,21680,30346,73734,63115,10619,65583,57618,7965,1094,1020,74,1018,708,310,732,550,182,62739,55340,7399,8151,5497,2654,141,76,65,321,133,188,248,99,149,7441,5189,2252,7650,5225,2425,135,75,60,265,103,162,199,90,109,7051,4957,2094,501,272,229,6,1,5,56,30,26,49,9,40,390,232,158,143469,48819,94650
101,24,478,3823,0,0,0,SUB-DISTRICT,Ranavav,Urban,10898,51890,26564,25326,6353,3315,3038,6057,3162,2895,986,507,479,33822,19188,14634,18068,7376,10692,19486,15044,4442,17909,14308,3601,2109,1543,566,3305,1946,1359,77,51,26,12418,10768,1650,1577,736,841,134,52,82,723,227,496,20,6,14,700,451,249,1322,647,675,129,50,79,568,190,378,17,6,11,608,401,207,255,89,166,5,2,3,155,37,118,3,0,3,92,50,42,32404,11520,20884
102,24,478,3824,0,0,0,SUB-DISTRICT,Kutiyana,Urban,3475,16581,8451,8130,1823,938,885,1746,896,850,30,18,12,11486,6441,5045,5095,2010,3085,5439,4857,582,5055,4579,476,430,422,8,1239,1062,177,142,93,49,3244,3002,242,384,278,106,47,8,39,197,162,35,5,4,1,135,104,31,375,273,102,46,8,38,195,161,34,5,4,1,129,100,29,9,5,4,1,0,1,2,1,1,0,0,0,6,4,2,11142,3594,7548
103,24,479,3825,0,0,0,SUB-DISTRICT,Manavadar,Urban,9794,46141,23966,22175,4579,2401,2178,3986,2056,1930,1030,536,494,33707,18915,14792,12434,5051,7383,16882,13909,2973,14350,12555,1795,1910,1688,222,2802,2161,641,164,121,43,9474,8585,889,2532,1354,1178,81,31,50,1108,457,651,42,4,38,1301,862,439,1970,1024,946,76,30,46,779,263,516,36,3,33,1079,728,351,562,330,232,5,1,4,329,194,135,6,1,5,222,134,88,29259,10057,19202
104,24,479,3826,0,0,0,SUB-DISTRICT,Vanthali,Urban,3062,14554,7468,7086,1616,831,785,1147,585,562,160,79,81,10454,5762,4692,4100,1706,2394,5090,4341,749,4663,4163,500,534,518,16,1109,876,233,68,55,13,2952,2714,238,427,178,249,106,15,91,77,29,48,15,7,8,229,127,102,415,174,241,105,15,90,77,29,48,13,6,7,220,124,96,12,4,8,1,0,1,0,0,0,2,1,1,9,3,6,9464,3127,6337
105,24,479,3827,0,0,0,SUB-DISTRICT,Junagadh,Urban,69195,324501,166057,158444,29555,15813,13742,24921,12780,12141,4725,2401,2324,258482,138485,119997,66019,27572,38447,105461,90798,14663,97810,86522,11288,2381,2097,284,3235,2190,1045,953,753,200,91241,81482,9759,7651,4276,3375,298,105,193,506,167,339,212,75,137,6635,3929,2706,6947,3955,2992,244,95,149,451,142,309,178,65,113,6074,3653,2421,704,321,383,54,10,44,55,25,30,34,10,24,561,276,285,219040,75259,143781
106,24,479,3828,0,0,0,SUB-DISTRICT,Bhesan,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,24,479,3829,0,0,0,SUB-DISTRICT,Visavadar,Urban,4073,19515,10107,9408,2076,1103,973,1091,547,544,50,28,22,14393,7960,6433,5122,2147,2975,6716,5840,876,6282,5657,625,629,578,51,1305,1094,211,44,39,5,4304,3946,358,434,183,251,40,13,27,136,11,125,3,3,0,255,156,99,407,169,238,40,13,27,135,10,125,3,3,0,229,143,86,27,14,13,0,0,0,1,1,0,0,0,0,26,13,13,12799,4267,8532
108,24,479,3830,0,0,0,SUB-DISTRICT,Mendarda,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,24,479,3831,0,0,0,SUB-DISTRICT,Keshod,Urban,16069,76193,39208,36985,7506,4079,3427,5719,2944,2775,4015,2015,2000,58085,31545,26540,18108,7663,10445,26158,22154,4004,23573,20481,3092,1297,1221,76,1323,1036,287,215,183,32,20738,18041,2697,2585,1673,912,113,58,55,228,153,75,78,24,54,2166,1438,728,2416,1599,817,102,57,45,204,140,64,67,22,45,2043,1380,663,169,74,95,11,1,10,24,13,11,11,2,9,123,58,65,50035,17054,32981
110,24,479,3832,0,0,0,SUB-DISTRICT,Mangrol,Urban,11759,69779,35478,34301,10481,5443,5038,3811,1954,1857,1149,569,580,46551,26355,20196,23228,9123,14105,20926,18387,2539,18473,16823,1650,1497,1410,87,3574,3067,507,117,98,19,13285,12248,1037,2453,1564,889,102,72,30,752,392,360,35,16,19,1564,1084,480,2196,1424,772,54,41,13,663,366,297,30,16,14,1449,1001,448,257,140,117,48,31,17,89,26,63,5,0,5,115,83,32,48853,17091,31762
111,24,479,3833,0,0,0,SUB-DISTRICT,Malia,Urban,4368,22720,11643,11077,2693,1380,1313,1222,618,604,990,520,470,12888,7734,5154,9832,3909,5923,10362,7112,3250,9877,6930,2947,811,648,163,5974,3759,2215,89,70,19,3003,2453,550,485,182,303,37,9,28,168,46,122,44,4,40,236,123,113,446,171,275,37,9,28,162,44,118,30,3,27,217,115,102,39,11,28,0,0,0,6,2,4,14,1,13,19,8,11,12358,4531,7827
112,24,479,3834,0,0,0,SUB-DISTRICT,Talala,Urban,4201,21060,11018,10042,2088,1067,1021,1213,632,581,2112,1024,1088,16125,9043,7082,4935,1975,2960,6867,5909,958,6446,5637,809,448,413,35,750,583,167,54,46,8,5194,4595,599,421,272,149,20,12,8,44,27,17,9,6,3,348,227,121,391,255,136,18,11,7,34,25,9,9,6,3,330,213,117,30,17,13,2,1,1,10,2,8,0,0,0,18,14,4,14193,5109,9084
113,24,479,3835,0,0,0,SUB-DISTRICT,Patan-Veraval,Urban,33916,185797,94563,91234,22287,11665,10622,9433,4745,4688,2996,1570,1426,125064,70420,54644,60733,24143,36590,60021,50797,9224,55328,47853,7475,1172,778,394,1193,769,424,499,315,184,52464,45991,6473,4693,2944,1749,179,56,123,224,78,146,231,58,173,4059,2752,1307,3954,2492,1462,172,52,120,199,68,131,177,40,137,3406,2332,1074,739,452,287,7,4,3,25,10,15,54,18,36,653,420,233,125776,43766,82010
114,24,479,3836,0,0,0,SUB-DISTRICT,Sutrapada,Urban,4662,26132,13337,12795,3171,1703,1468,1367,710,657,223,105,118,17527,10040,7487,8605,3297,5308,10086,7072,3014,8977,6676,2301,1828,1247,581,1353,786,567,365,351,14,5431,4292,1139,1109,396,713,231,54,177,439,64,375,64,50,14,375,228,147,1047,364,683,218,48,170,420,54,366,62,49,13,347,213,134,62,32,30,13,6,7,19,10,9,2,1,1,28,15,13,16046,6265,9781
115,24,479,3837,0,0,0,SUB-DISTRICT,Kodinar,Urban,7658,41492,21111,20381,4935,2586,2349,4521,2339,2182,186,98,88,29286,16038,13248,12206,5073,7133,12906,11217,1689,12063,10839,1224,612,549,63,1183,897,286,90,79,11,10178,9314,864,843,378,465,24,13,11,280,32,248,17,8,9,522,325,197,788,348,440,22,12,10,264,26,238,17,8,9,485,302,183,55,30,25,2,1,1,16,6,10,0,0,0,37,23,14,28586,9894,18692
116,24,479,3838,0,0,0,SUB-DISTRICT,Una,Urban,10867,58528,30129,28399,6971,3638,3333,3209,1683,1526,302,142,160,42096,23475,18621,16432,6654,9778,19109,16345,2764,17451,15386,2065,706,637,69,1029,722,307,245,174,71,15471,13853,1618,1658,959,699,44,27,17,129,62,67,37,11,26,1448,859,589,1590,930,660,43,27,16,119,61,58,33,10,23,1395,832,563,68,29,39,1,0,1,10,1,9,4,1,3,53,27,26,39419,13784,25635
117,24,480,3839,0,0,0,SUB-DISTRICT,Kunkavav Vadia,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,24,480,3840,0,0,0,SUB-DISTRICT,Babra,Urban,5022,25270,13208,12062,3159,1710,1449,1631,839,792,283,138,145,16963,9452,7511,8307,3756,4551,9577,7564,2013,8436,7186,1250,1162,1013,149,2279,1832,447,94,63,31,4901,4278,623,1141,378,763,269,48,221,268,90,178,42,16,26,562,224,338,1028,336,692,248,46,202,245,80,165,31,15,16,504,195,309,113,42,71,21,2,19,23,10,13,11,1,10,58,29,29,15693,5644,10049
119,24,480,3841,0,0,0,SUB-DISTRICT,Lathi,Urban,7159,37787,19590,18197,4434,2392,2042,2837,1454,1383,144,75,69,26592,14888,11704,11195,4702,6493,13694,11248,2446,12180,10763,1417,1230,1135,95,1882,1371,511,156,124,32,8912,8133,779,1514,485,1029,251,25,226,640,104,536,89,6,83,534,350,184,1320,427,893,251,25,226,523,88,435,78,5,73,468,309,159,194,58,136,0,0,0,117,16,101,11,1,10,66,41,25,24093,8342,15751
120,24,480,3842,0,0,0,SUB-DISTRICT,Lilia,Urban,1970,10359,5174,5185,1038,548,490,441,215,226,124,56,68,7503,4013,3490,2856,1161,1695,3966,3023,943,3249,2820,429,341,328,13,701,568,133,21,19,2,2186,1905,281,717,203,514,149,30,119,404,82,322,7,0,7,157,91,66,554,157,397,149,30,119,261,47,214,7,0,7,137,80,57,163,46,117,0,0,0,143,35,108,0,0,0,20,11,9,6393,2151,4242
121,24,480,3843,0,0,0,SUB-DISTRICT,Amreli,Urban,23393,117967,59902,58065,11372,6148,5224,6556,3356,3200,1914,993,921,93477,49154,44323,24490,10748,13742,38108,32368,5740,35685,31091,4594,1541,1330,211,1738,1349,389,494,358,136,31912,28054,3858,2423,1277,1146,92,44,48,261,69,192,122,30,92,1948,1134,814,2113,1137,976,85,40,45,216,61,155,97,27,70,1715,1009,706,310,140,170,7,4,3,45,8,37,25,3,22,233,125,108,79859,27534,52325
122,24,480,3844,0,0,0,SUB-DISTRICT,Bagasara,Urban,6804,34521,18050,16471,3596,1995,1601,2399,1248,1151,282,152,130,25994,14291,11703,8527,3759,4768,11891,10419,1472,10909,9789,1120,1168,1112,56,1339,990,349,187,163,24,8215,7524,691,982,630,352,26,13,13,240,67,173,20,7,13,696,543,153,862,576,286,25,13,12,180,51,129,18,7,11,639,505,134,120,54,66,1,0,1,60,16,44,2,0,2,57,38,19,22630,7631,14999
123,24,480,3845,0,0,0,SUB-DISTRICT,Dhari,Urban,3430,16721,8561,8160,1738,924,814,1774,905,869,39,19,20,12003,6620,5383,4718,1941,2777,5710,4836,874,5253,4732,521,617,603,14,1442,1256,186,39,29,10,3155,2844,311,457,104,353,5,1,4,341,44,297,6,0,6,105,59,46,406,87,319,4,1,3,309,41,268,6,0,6,87,45,42,51,17,34,1,0,1,32,3,29,0,0,0,18,14,4,11011,3725,7286
124,24,480,3846,0,0,0,SUB-DISTRICT,Savar Kundla,Urban,15425,78354,40586,37768,8511,4517,3994,5053,2649,2404,160,92,68,55481,30774,24707,22873,9812,13061,26495,22779,3716,24134,21747,2387,1266,1157,109,2117,1608,509,327,201,126,20424,18781,1643,2361,1032,1329,102,32,70,666,172,494,266,16,250,1327,812,515,2054,948,1106,100,32,68,532,135,397,200,14,186,1222,767,455,307,84,223,2,0,2,134,37,97,66,2,64,105,45,60,51859,17807,34052
125,24,480,3847,0,0,0,SUB-DISTRICT,Khambha,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,24,480,3848,0,0,0,SUB-DISTRICT,Jafrabad,Urban,5443,27167,13737,13430,3374,1731,1643,473,242,231,169,89,80,15964,9295,6669,11203,4442,6761,10461,7423,3038,8495,6652,1843,127,95,32,150,91,59,61,50,11,8157,6416,1741,1966,771,1195,9,7,2,29,12,17,24,8,16,1904,744,1160,1779,674,1105,8,6,2,27,11,16,18,5,13,1726,652,1074,187,97,90,1,1,0,2,1,1,6,3,3,178,92,86,16706,6314,10392
127,24,480,3849,0,0,0,SUB-DISTRICT,Rajula,Urban,7150,38489,19687,18802,5012,2622,2390,2400,1252,1148,67,32,35,26439,14755,11684,12050,4932,7118,12524,10552,1972,11412,9991,1421,478,427,51,1283,835,448,185,136,49,9466,8593,873,1112,561,551,73,20,53,227,41,186,43,20,23,769,480,289,938,499,439,72,19,53,190,36,154,38,19,19,638,425,213,174,62,112,1,1,0,37,5,32,5,1,4,131,55,76,25965,9135,16830
128,24,481,3850,0,0,0,SUB-DISTRICT,Botad,Urban,25210,130327,67675,62652,17202,9176,8026,6910,3499,3411,331,169,162,92752,52001,40751,37575,15674,21901,47446,38610,8836,44703,37305,7398,2123,1782,341,1992,1283,709,726,628,98,39862,33612,6250,2743,1305,1438,69,32,37,535,123,412,129,52,77,2010,1098,912,2586,1247,1339,66,32,34,495,103,392,113,50,63,1912,1062,850,157,58,99,3,0,3,40,20,20,16,2,14,98,36,62,82881,29065,53816
129,24,481,3851,0,0,0,SUB-DISTRICT,Vallabhipur,Urban,3025,15852,8183,7669,2037,1079,958,782,387,395,75,47,28,10941,6278,4663,4911,1905,3006,5816,4774,1042,5279,4537,742,479,471,8,1169,811,358,36,34,2,3595,3221,374,537,237,300,3,2,1,275,60,215,28,21,7,231,154,77,450,197,253,3,2,1,228,43,185,24,17,7,195,135,60,87,40,47,0,0,0,47,17,30,4,4,0,36,19,17,10036,3409,6627
130,24,481,3852,0,0,0,SUB-DISTRICT,Gadhada,Urban,8196,44320,22898,21422,5486,2974,2512,2921,1486,1435,175,95,80,30554,16951,13603,13766,5947,7819,16237,12940,3297,14446,12231,2215,1241,1174,67,2677,1729,948,105,82,23,10423,9246,1177,1791,709,1082,98,20,78,769,190,579,42,8,34,882,491,391,1569,645,924,86,19,67,659,160,499,36,8,28,788,458,330,222,64,158,12,1,11,110,30,80,6,0,6,94,33,61,28083,9958,18125
131,24,481,3853,0,0,0,SUB-DISTRICT,Umrala,Urban,3183,15604,8071,7533,1844,988,856,1155,589,566,47,26,21,10979,6250,4729,4625,1821,2804,5314,4483,831,4960,4258,702,408,370,38,876,523,353,306,276,30,3370,3089,281,354,225,129,52,13,39,40,7,33,34,30,4,228,175,53,347,219,128,52,13,39,40,7,33,32,28,4,223,171,52,7,6,1,0,0,0,0,0,0,2,2,0,5,4,1,10290,3588,6702
132,24,481,3854,0,0,0,SUB-DISTRICT,Bhavnagar,Urban,132998,643263,334848,308415,71981,38965,33016,39105,20217,18888,3996,2033,1963,483002,266704,216298,160261,68144,92117,219082,185024,34058,201878,175022,26856,2546,1983,563,4664,2911,1753,3364,2229,1135,191304,167899,23405,17204,10002,7202,373,172,201,620,205,415,1000,311,689,15211,9314,5897,15805,9372,6433,355,162,193,564,192,372,831,265,566,14055,8753,5302,1399,630,769,18,10,8,56,13,43,169,46,123,1156,561,595,424181,149824,274357
