,State,District,Subdistt,Town/Village,Ward,EB,Level,Name,TRU,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3_6_P,MARGWORK_3_6_M,MARGWORK_3_6_F,MARG_CL_3_6_P,MARG_CL_3_6_M,MARG_CL_3_6_F,MARG_AL_3_6_P,MARG_AL_3_6_M,MARG_AL_3_6_F,MARG_HH_3_6_P,MARG_HH_3_6_M,MARG_HH_3_6_F,MARG_OT_3_6_P,MARG_OT_3_6_M,MARG_OT_3_6_F,MARGWORK_0_3_P,MARGWORK_0_3_M,MARGWORK_0_3_F,MARG_CL_0_3_P,MARG_CL_0_3_M,MARG_CL_0_3_F,MARG_AL_0_3_P,MARG_AL_0_3_M,MARG_AL_0_3_F,MARG_HH_0_3_P,MARG_HH_0_3_M,MARG_HH_0_3_F,MARG_OT_0_3_P,MARG_OT_0_3_M,MARG_OT_0_3_F,NON_WORK_P,NON_WORK_M,NON_WORK_F
189,24,487,3911,0,0,0,SUB-DISTRICT,Dediapada,Urban,1855,9026,4784,4242,1098,580,518,230,121,109,4761,2584,2177,6738,3790,2948,2288,994,1294,3286,2384,902,2542,2007,535,62,45,17,840,557,283,36,31,5,1604,1374,230,744,377,367,27,27,0,390,170,220,16,10,6,311,170,141,621,304,317,25,25,0,298,121,177,16,10,6,282,148,134,123,73,50,2,2,0,92,49,43,0,0,0,29,22,7,5740,2400,3340
190,24,487,3912,0,0,0,SUB-DISTRICT,Sagbara,Urban,2131,11213,5709,5504,1340,692,648,350,171,179,4515,2230,2285,8079,4423,3656,3134,1286,1848,4143,2925,1218,3191,2527,664,139,118,21,593,418,175,62,50,12,2397,1941,456,952,398,554,7,7,0,268,97,171,42,21,21,635,273,362,887,363,524,7,7,0,255,94,161,33,17,16,592,245,347,65,35,30,0,0,0,13,3,10,9,4,5,43,28,15,7070,2784,4286
191,24,488,3913,0,0,0,SUB-DISTRICT,Jambusar,Urban,8343,43344,22474,20870,5155,2663,2492,1999,1010,989,1295,681,614,31452,17611,13841,11892,4863,7029,13129,11752,1377,12392,11251,1141,515,494,21,2222,1759,463,97,81,16,9558,8917,641,737,501,236,14,14,0,149,70,79,20,7,13,554,410,144,675,460,215,13,13,0,147,70,77,16,5,11,499,372,127,62,41,21,1,1,0,2,0,2,4,2,2,55,38,17,30215,10722,19493
192,24,488,3914,0,0,0,SUB-DISTRICT,Amod,Urban,3059,15237,7813,7424,1644,868,776,831,431,400,2215,1133,1082,11228,6160,5068,4009,1653,2356,5085,4198,887,4449,3851,598,281,280,1,1655,1244,411,22,19,3,2491,2308,183,636,347,289,15,12,3,313,130,183,4,2,2,304,203,101,477,288,189,13,11,2,203,108,95,0,0,0,261,169,92,159,59,100,2,1,1,110,22,88,4,2,2,43,34,9,10152,3615,6537
193,24,488,3915,0,0,0,SUB-DISTRICT,Vagra,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,24,488,3916,0,0,0,SUB-DISTRICT,Bharuch,Urban,58500,267461,138109,129352,27077,14250,12827,15011,7737,7274,28445,14612,13833,213861,114142,99719,53600,23967,29633,91236,76079,15157,80239,68537,11702,722,617,105,1652,1353,299,1479,1235,244,76386,65332,11054,10997,7542,3455,213,144,69,643,446,197,474,320,154,9667,6632,3035,9396,6391,3005,211,142,69,330,218,112,419,290,129,8436,5741,2695,1601,1151,450,2,2,0,313,228,85,55,30,25,1231,891,340,176225,62030,114195
195,24,488,3917,0,0,0,SUB-DISTRICT,Jhagadia,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,24,488,3918,0,0,0,SUB-DISTRICT,Anklesvar,Urban,44722,192392,104237,88155,22968,12356,10612,8533,4464,4069,23377,12054,11323,151299,85305,65994,41093,18932,22161,67863,59421,8442,63412,56634,6778,769,711,58,2026,1506,520,620,519,101,59997,53898,6099,4451,2787,1664,84,47,37,417,249,168,154,60,94,3796,2431,1365,3723,2308,1415,80,44,36,376,222,154,135,52,83,3132,1990,1142,728,479,249,4,3,1,41,27,14,19,8,11,664,441,223,124529,44816,79713
197,24,488,3919,0,0,0,SUB-DISTRICT,Hansot,Urban,1323,5436,3054,2382,656,353,303,422,216,206,477,234,243,4054,2386,1668,1382,668,714,2291,1994,297,2168,1909,259,103,99,4,161,111,50,9,6,3,1895,1693,202,123,85,38,2,1,1,7,5,2,2,2,0,112,77,35,123,85,38,2,1,1,7,5,2,2,2,0,112,77,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3145,1060,2085
198,24,488,3920,0,0,0,SUB-DISTRICT,Valia,Urban,238,1089,627,462,93,36,57,75,35,40,405,220,185,924,559,365,165,68,97,335,284,51,232,223,9,0,0,0,0,0,0,0,0,0,232,223,9,103,61,42,0,0,0,0,0,0,0,0,0,103,61,42,75,45,30,0,0,0,0,0,0,0,0,0,75,45,30,28,16,12,0,0,0,0,0,0,0,0,0,28,16,12,754,343,411
199,24,489,3921,0,0,0,SUB-DISTRICT,The Dangs,Urban,4810,24687,12111,12576,2755,1427,1328,841,410,431,15935,7651,8284,19371,9914,9457,5316,2197,3119,7371,5571,1800,6505,5119,1386,92,67,25,906,651,255,228,190,38,5279,4211,1068,866,452,414,15,8,7,72,35,37,173,52,121,606,357,249,732,365,367,14,8,6,65,34,31,151,40,111,502,283,219,134,87,47,1,0,1,7,1,6,22,12,10,104,74,30,17316,6540,10776
200,24,490,3922,0,0,0,SUB-DISTRICT,Navsari,Urban,45396,201546,104191,97355,20322,10819,9503,9661,4954,4707,32916,16392,16524,160555,86024,74531,40991,18167,22824,77278,60787,16491,73348,58830,14518,688,639,49,2900,1817,1083,680,398,282,69080,55976,13104,3930,1957,1973,69,35,34,164,99,65,188,32,156,3509,1791,1718,3222,1604,1618,59,26,33,100,61,39,148,25,123,2915,1492,1423,708,353,355,10,9,1,64,38,26,40,7,33,594,299,295,124268,43404,80864
201,24,490,3923,0,0,0,SUB-DISTRICT,Jalalpore,Urban,20945,91994,49976,42018,11473,6215,5258,4741,2412,2329,7504,3764,3740,71149,40639,30510,20845,9337,11508,34782,29696,5086,33392,28907,4485,155,145,10,760,496,264,325,145,180,32152,28121,4031,1390,789,601,18,12,6,40,26,14,99,14,85,1233,737,496,1170,702,468,16,11,5,39,25,14,46,11,35,1069,655,414,220,87,133,2,1,1,1,1,0,53,3,50,164,82,82,57212,20280,36932
202,24,490,3924,0,0,0,SUB-DISTRICT,Gandevi,Urban,20963,94500,48527,45973,8801,4667,4134,3495,1767,1728,20068,9920,10148,77459,41027,36432,17041,7500,9541,34912,27813,7099,31645,25686,5959,570,497,73,1180,797,383,375,293,82,29520,24099,5421,3267,2127,1140,52,28,24,404,202,202,94,52,42,2717,1845,872,2745,1821,924,49,26,23,380,192,188,84,47,37,2232,1556,676,522,306,216,3,2,1,24,10,14,10,5,5,485,289,196,59588,20714,38874
203,24,490,3925,0,0,0,SUB-DISTRICT,Chikhli,Urban,1542,7025,3556,3469,631,318,313,74,40,34,1310,643,667,5943,3086,2857,1082,470,612,2632,2114,518,2115,1798,317,40,38,2,16,13,3,85,75,10,1974,1672,302,517,316,201,3,1,2,130,86,44,24,10,14,360,219,141,515,315,200,3,1,2,129,85,44,23,10,13,360,219,141,2,1,1,0,0,0,1,1,0,1,0,1,0,0,0,4393,1442,2951
204,24,490,3926,0,0,0,SUB-DISTRICT,Bansda,Urban,2988,14072,7166,6906,1477,774,703,145,74,71,6049,3022,3027,10720,5772,4948,3352,1394,1958,5326,3846,1480,4402,3460,942,320,232,88,458,290,168,31,27,4,3593,2911,682,924,386,538,141,38,103,207,58,149,15,9,6,561,281,280,863,351,512,140,37,103,202,55,147,12,8,4,509,251,258,61,35,26,1,1,0,5,3,2,3,1,2,52,30,22,8746,3320,5426
205,24,491,3927,0,0,0,SUB-DISTRICT,Valsad,Urban,43488,192458,98625,93833,17247,9129,8118,5589,2823,2766,40364,19945,20419,160139,84615,75524,32319,14010,18309,70499,55068,15431,62531,50689,11842,886,755,131,1370,990,380,973,731,242,59302,48213,11089,7968,4379,3589,240,118,122,967,629,338,375,167,208,6386,3465,2921,6943,3757,3186,221,114,107,757,485,272,295,124,171,5670,3034,2636,1025,622,403,19,4,15,210,144,66,80,43,37,716,431,285,121959,43557,78402
206,24,491,3928,0,0,0,SUB-DISTRICT,Dharampur,Urban,4977,24178,12113,12065,2609,1328,1281,507,252,255,11587,5623,5964,18281,9737,8544,5897,2376,3521,9827,6844,2983,8030,6048,1982,674,588,86,1073,675,398,130,102,28,6153,4683,1470,1797,796,1001,39,28,11,839,324,515,68,49,19,851,395,456,1470,657,813,39,28,11,651,275,376,43,29,14,737,325,412,327,139,188,0,0,0,188,49,139,25,20,5,114,70,44,14351,5269,9082
207,24,491,3929,0,0,0,SUB-DISTRICT,Pardi,Urban,72098,301473,170345,131128,38698,20678,18020,6573,3482,3091,34033,17145,16888,235144,139058,96086,66329,31287,35042,122759,104902,17857,112724,98987,13737,1405,1149,256,1468,994,474,1736,1327,409,108115,95517,12598,10035,5915,4120,362,182,180,733,322,411,454,146,308,8486,5265,3221,9023,5291,3732,341,173,168,630,265,365,400,121,279,7652,4732,2920,1012,624,388,21,9,12,103,57,46,54,25,29,834,533,301,178714,65443,113271
208,24,491,3930,0,0,0,SUB-DISTRICT,Kaprada,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,24,491,3931,0,0,0,SUB-DISTRICT,Umbergaon,Urban,26892,117392,63495,53897,14776,7759,7017,4791,2463,2328,31808,15790,16018,85888,49809,36079,31504,13686,17818,46726,37525,9201,43168,35629,7539,1348,1078,270,2065,1254,811,820,614,206,38935,32683,6252,3558,1896,1662,228,103,125,887,332,555,145,53,92,2298,1408,890,2958,1589,1369,171,77,94,639,231,408,124,48,76,2024,1233,791,600,307,293,57,26,31,248,101,147,21,5,16,274,175,99,70666,25970,44696
210,24,492,3932,0,0,0,SUB-DISTRICT,Olpad,Urban,7542,33962,18508,15454,4173,2215,1958,2309,1222,1087,3732,1836,1896,26059,14879,11180,7903,3629,4274,13250,11098,2152,12654,10828,1826,249,231,18,901,508,393,89,65,24,11415,10024,1391,596,270,326,10,5,5,118,57,61,27,0,27,441,208,233,522,246,276,9,5,4,103,51,52,25,0,25,385,190,195,74,24,50,1,0,1,15,6,9,2,0,2,56,18,38,20712,7410,13302
211,24,492,3933,0,0,0,SUB-DISTRICT,Mangrol,Urban,9620,45456,23683,21773,5587,2928,2659,3530,1822,1708,6399,3345,3054,34366,18820,15546,11090,4863,6227,15090,12883,2207,14545,12529,2016,420,405,15,1328,996,332,109,72,37,12688,11056,1632,545,354,191,6,4,2,55,29,26,32,6,26,452,315,137,443,286,157,6,4,2,41,20,21,24,5,19,372,257,115,102,68,34,0,0,0,14,9,5,8,1,7,80,58,22,30366,10800,19566
212,24,492,3934,0,0,0,SUB-DISTRICT,Umarpada,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,24,492,3935,0,0,0,SUB-DISTRICT,Mandvi,Urban,3902,18214,9275,8939,1811,931,880,194,96,98,5837,2901,2936,14003,7497,6506,4211,1778,2433,7153,5342,1811,5662,4453,1209,183,173,10,689,320,369,51,41,10,4739,3919,820,1491,889,602,8,7,1,145,69,76,51,46,5,1287,767,520,1459,865,594,8,7,1,145,69,76,51,46,5,1255,743,512,32,24,8,0,0,0,0,0,0,0,0,0,32,24,8,11061,3933,7128
214,24,492,3936,0,0,0,SUB-DISTRICT,Kamrej,Urban,1317,6137,3274,2863,958,487,471,402,208,194,619,297,322,4201,2388,1813,1936,886,1050,2382,1959,423,2011,1757,254,50,50,0,314,168,146,22,17,5,1625,1522,103,371,202,169,34,4,30,24,11,13,7,1,6,306,186,120,341,184,157,34,4,30,24,11,13,7,1,6,276,168,108,30,18,12,0,0,0,0,0,0,0,0,0,30,18,12,3755,1315,2440
215,24,492,3937,0,0,0,SUB-DISTRICT,Surat City,Urban,975797,4467797,2543623,1924174,549882,304154,245728,105572,55407,50165,131622,68494,63128,3443411,2042901,1400510,1024386,500722,523664,1794592,1601764,192828,1730143,1566578,163565,7135,6380,755,13261,8846,4415,26159,15852,10307,1683588,1535500,148088,64449,35186,29263,799,403,396,1246,503,743,7238,1055,6183,55166,33225,21941,55619,30502,25117,767,382,385,1085,431,654,6187,925,5262,47580,28764,18816,8830,4684,4146,32,21,11,161,72,89,1051,130,921,7586,4461,3125,2673205,941859,1731346
216,24,492,3938,0,0,0,SUB-DISTRICT,Chorasi,Urban,35645,143052,89800,53252,16928,9153,7775,2759,1499,1260,12332,6234,6098,108755,72826,35929,34297,16974,17323,71964,64396,7568,68657,61928,6729,635,545,90,2775,1628,1147,335,233,102,64912,59522,5390,3307,2468,839,46,31,15,267,131,136,240,181,59,2754,2125,629,2919,2179,740,44,30,14,248,121,127,221,170,51,2406,1858,548,388,289,99,2,1,1,19,10,9,19,11,8,348,267,81,71088,25404,45684
217,24,492,3939,0,0,0,SUB-DISTRICT,Palsana,Urban,13998,58164,34325,23839,8826,4760,4066,1304,704,600,2123,1080,1043,42835,27107,15728,15329,7218,8111,24783,22108,2675,23053,21290,1763,169,160,9,645,426,219,335,303,32,21904,20401,1503,1730,818,912,27,10,17,159,100,59,80,32,48,1464,676,788,1661,783,878,25,9,16,157,99,58,78,31,47,1401,644,757,69,35,34,2,1,1,2,1,1,2,1,1,63,32,31,33381,12217,21164
218,24,492,3940,0,0,0,SUB-DISTRICT,Bardoli,Urban,15699,76431,39676,36755,8635,4564,4071,3405,1685,1720,10875,5322,5553,57336,31035,26301,19095,8641,10454,28929,22819,6110,26372,21290,5082,723,697,26,2308,1362,946,283,186,97,23058,19045,4013,2557,1529,1028,36,28,8,112,36,76,105,36,69,2304,1429,875,2303,1350,953,36,28,8,107,34,73,97,32,65,2063,1256,807,254,179,75,0,0,0,5,2,3,8,4,4,241,173,68,47502,16857,30645
219,24,492,3941,0,0,0,SUB-DISTRICT,Mahuva,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,24,493,3942,0,0,0,SUB-DISTRICT,Nizar,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,24,493,3943,0,0,0,SUB-DISTRICT,Uchchhal,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,24,493,3944,0,0,0,SUB-DISTRICT,Songadh,Urban,8452,39698,20496,19202,4916,2586,2330,1918,978,940,9808,4865,4943,28823,15948,12875,10875,4548,6327,14584,11216,3368,11758,9440,2318,110,83,27,641,361,280,294,212,82,10713,8784,1929,2826,1776,1050,26,13,13,228,107,121,71,18,53,2501,1638,863,2415,1511,904,25,12,13,224,104,120,59,16,43,2107,1379,728,411,265,146,1,1,0,4,3,1,12,2,10,394,259,135,25114,9280,15834
223,24,493,3945,0,0,0,SUB-DISTRICT,Vyara,Urban,8611,39789,20144,19645,4111,2146,1965,954,478,476,12283,6070,6213,30837,16325,14512,8952,3819,5133,15117,11238,3879,12679,9891,2788,270,235,35,773,484,289,159,97,62,11477,9075,2402,2438,1347,1091,20,15,5,436,165,271,91,46,45,1891,1121,770,2214,1224,990,19,15,4,376,152,224,80,39,41,1739,1018,721,224,123,101,1,0,1,60,13,47,11,7,4,152,103,49,24672,8906,15766
224,24,493,3946,0,0,0,SUB-DISTRICT,Valod,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
